1       5000       0.80 1.418501e+03 2.467394e-03 10
1       5000       3.20 2.813890e+03 4.975319e-03 20
1       5000       7.20 8.252894e+03 3.816843e-03 30
1       5000      20.00 1.732856e+04 5.049467e-03 50
1       5000      80.00 1.962103e+04 1.783800e-02 100
1       5000     180.00 1.897761e+04 4.149628e-02 150
1       5000     320.00 1.616458e+04 8.660913e-02 200
1       5000     500.00 8.413932e+03 2.599854e-01 250
1       5000    2000.00 7.448116e+03 1.174794e+00 500
1       5000    8000.00 5.709221e+03 6.130434e+00 1000
1       5000   12500.00 4.460716e+03 1.225980e+01 1250
1       5000   18000.00 3.957652e+03 1.989816e+01 1500
1       5000   32000.00 3.639545e+03 3.846635e+01 2000
1       5000   50000.00 3.507206e+03 6.237158e+01 2500
1       5000   64071.20 3.492922e+03 8.025130e+01 2830
2       5000       0.80 2.092847e+02 1.672363e-02 10
2       5000       3.20 7.611970e+02 1.839209e-02 20
2       5000       7.20 1.496320e+03 2.105165e-02 30
2       5000      20.00 2.910078e+03 3.006792e-02 50
2       5000      80.00 7.698231e+03 4.546499e-02 100
2       5000     180.00 1.260062e+04 6.249690e-02 150
2       5000     320.00 1.482898e+04 9.440970e-02 200
2       5000     500.00 2.010100e+04 1.088254e-01 250
2       5000    2000.00 1.347446e+04 6.493769e-01 500
2       5000    8000.00 1.440613e+04 2.429522e+00 1000
2       5000   12500.00 1.351455e+04 4.046566e+00 1250
2       5000   18000.00 9.885949e+03 7.965851e+00 1500
2       5000   32000.00 7.952996e+03 1.760343e+01 2000
2       5000   50000.00 7.358144e+03 2.972896e+01 2500
2       5000   64071.20 7.275713e+03 3.852702e+01 2830
4       5000       0.80 1.674354e+02 2.090359e-02 10
4       5000       3.20 6.723719e+02 2.082181e-02 20
4       5000       7.20 1.329555e+03 2.369213e-02 30
4       5000      20.00 2.766587e+03 3.162742e-02 50
4       5000      80.00 9.195558e+03 3.806186e-02 100
4       5000     180.00 1.485990e+04 5.299497e-02 150
4       5000     320.00 2.114864e+04 6.619811e-02 200
4       5000     500.00 2.840622e+04 7.700777e-02 250
4       5000    2000.00 2.757474e+04 3.173194e-01 500
4       5000    8000.00 2.782041e+04 1.258069e+00 1000
4       5000   12500.00 2.445365e+04 2.236374e+00 1250
4       5000   18000.00 1.862651e+04 4.227846e+00 1500
4       5000   32000.00 1.526769e+04 9.169689e+00 2000
4       5000   50000.00 1.420970e+04 1.539441e+01 2500
4       5000   64071.20 1.382131e+04 2.028111e+01 2830
8       5000       0.80 1.273626e+02 2.748060e-02 10
8       5000       3.20 5.228688e+02 2.677536e-02 20
8       5000       7.20 1.084618e+03 2.904248e-02 30
8       5000      20.00 2.584919e+03 3.385019e-02 50
8       5000      80.00 8.163846e+03 4.287195e-02 100
8       5000     180.00 1.564061e+04 5.034971e-02 150
8       5000     320.00 2.355065e+04 5.944633e-02 200
8       5000     500.00 3.156623e+04 6.929874e-02 250
8       5000    2000.00 5.270641e+04 1.660140e-01 500
8       5000    8000.00 5.216422e+04 6.709580e-01 1000
8       5000   12500.00 4.698084e+04 1.164038e+00 1250
8       5000   18000.00 3.455276e+04 2.279123e+00 1500
8       5000   32000.00 2.814291e+04 4.974611e+00 2000
8       5000   50000.00 2.527549e+04 8.654629e+00 2500
8       5000   64071.20 2.571254e+04 1.090174e+01 2830
16       5000       0.80 8.840483e+01 3.959060e-02 10
16       5000       3.20 3.117068e+02 4.491401e-02 20
16       5000       7.20 6.744803e+02 4.670262e-02 30
16       5000      20.00 1.839847e+03 4.755831e-02 50
16       5000      80.00 6.280591e+03 5.572724e-02 100
16       5000     180.00 1.275522e+04 6.173944e-02 150
16       5000     320.00 1.827822e+04 7.659388e-02 200
16       5000     500.00 2.742100e+04 7.977462e-02 250
16       5000    2000.00 5.312266e+04 1.647131e-01 500
16       5000    8000.00 7.513677e+04 4.658172e-01 1000
16       5000   12500.00 7.848787e+04 6.967638e-01 1250
16       5000   18000.00 6.116562e+04 1.287488e+00 1500
16       5000   32000.00 4.364333e+04 3.207821e+00 2000
16       5000   50000.00 3.870975e+04 5.651031e+00 2500
16       5000   64071.20 3.885593e+04 7.214125e+00 2830
