1       5000       0.80 1.451173e+03 2.411842e-03 10
1       5000       3.20 3.810282e+03 3.674269e-03 20
1       5000       7.20 8.338313e+03 3.777742e-03 30
1       5000      20.00 1.319960e+04 6.628990e-03 50
1       5000      80.00 1.671399e+04 2.094054e-02 100
1       5000     180.00 1.675934e+04 4.698873e-02 150
1       5000     320.00 1.444821e+04 9.689784e-02 200
1       5000     500.00 8.812206e+03 2.482352e-01 250
1       5000    2000.00 7.319536e+03 1.195431e+00 500
1       5000    8000.00 5.721373e+03 6.117412e+00 1000
1       5000   12500.00 4.436765e+03 1.232598e+01 1250
1       5000   18000.00 4.013525e+03 1.962116e+01 1500
1       5000   32000.00 3.660464e+03 3.824652e+01 2000
1       5000   50000.00 3.524014e+03 6.207410e+01 2500
1       5000   64071.20 3.522239e+03 7.958332e+01 2830
2       5000       0.80 4.321733e+02 8.098602e-03 10
2       5000       3.20 1.180829e+03 1.185608e-02 20
2       5000       7.20 3.639585e+03 8.654833e-03 30
2       5000      20.00 6.816270e+03 1.283693e-02 50
2       5000      80.00 1.732100e+04 2.020669e-02 100
2       5000     180.00 2.358824e+04 3.338528e-02 150
2       5000     320.00 2.706077e+04 5.173540e-02 200
2       5000     500.00 2.793079e+04 7.831860e-02 250
2       5000    2000.00 1.434118e+04 6.101310e-01 500
2       5000    8000.00 1.087376e+04 3.218756e+00 1000
2       5000   12500.00 8.570046e+03 6.381237e+00 1250
2       5000   18000.00 7.749074e+03 1.016250e+01 1500
2       5000   32000.00 7.093785e+03 1.973559e+01 2000
2       5000   50000.00 6.844389e+03 3.196049e+01 2500
2       5000   64071.20 6.812851e+03 4.114452e+01 2830
4       5000       0.80 3.001751e+02 1.165986e-02 10
4       5000       3.20 1.433145e+03 9.768724e-03 20
4       5000       7.20 2.935165e+03 1.073194e-02 30
4       5000      20.00 5.273163e+03 1.659346e-02 50
4       5000      80.00 1.783293e+04 1.962662e-02 100
4       5000     180.00 2.470098e+04 3.188133e-02 150
4       5000     320.00 3.369886e+04 4.154444e-02 200
4       5000     500.00 4.174268e+04 5.240440e-02 250
4       5000    2000.00 3.001221e+04 2.915480e-01 500
4       5000    8000.00 2.046030e+04 1.710630e+00 1000
4       5000   12500.00 1.625752e+04 3.363828e+00 1250
4       5000   18000.00 1.478591e+04 5.326018e+00 1500
4       5000   32000.00 1.341755e+04 1.043410e+01 2000
4       5000   50000.00 1.289897e+04 1.695872e+01 2500
4       5000   64071.20 1.268896e+04 2.209097e+01 2830
8       5000       0.80 1.759503e+02 1.989198e-02 10
8       5000       3.20 9.256322e+02 1.512480e-02 20
8       5000       7.20 1.841890e+03 1.710200e-02 30
8       5000      20.00 3.989148e+03 2.193451e-02 50
8       5000      80.00 1.115591e+04 3.137350e-02 100
8       5000     180.00 2.308089e+04 3.411913e-02 150
8       5000     320.00 3.517426e+04 3.980184e-02 200
8       5000     500.00 4.611291e+04 4.743791e-02 250
8       5000    2000.00 6.541941e+04 1.337523e-01 500
8       5000    8000.00 4.099757e+04 8.537092e-01 1000
8       5000   12500.00 2.813937e+04 1.943451e+00 1250
8       5000   18000.00 2.336322e+04 3.370682e+00 1500
8       5000   32000.00 2.038691e+04 6.867151e+00 2000
8       5000   50000.00 1.932938e+04 1.131697e+01 2500
8       5000   64071.20 1.916993e+04 1.462246e+01 2830
16       5000       0.80 9.436308e+01 3.709078e-02 10
16       5000       3.20 3.552774e+02 3.940582e-02 20
16       5000       7.20 7.453323e+02 4.226303e-02 30
16       5000      20.00 1.268887e+03 6.895804e-02 50
16       5000      80.00 6.232223e+03 5.615973e-02 100
16       5000     180.00 1.330707e+04 5.917907e-02 150
16       5000     320.00 1.888822e+04 7.412028e-02 200
16       5000     500.00 2.749924e+04 7.954764e-02 250
16       5000    2000.00 5.694476e+04 1.536577e-01 500
16       5000    8000.00 7.694926e+04 4.548452e-01 1000
16       5000   12500.00 7.615342e+04 7.181227e-01 1250
16       5000   18000.00 5.828428e+04 1.351136e+00 1500
16       5000   32000.00 3.474841e+04 4.028962e+00 2000
16       5000   50000.00 3.364866e+04 6.501001e+00 2500
16       5000   64071.20 3.037027e+04 9.229800e+00 2830
