1       5000       0.80 2.701919e+02 1.295376e-02 10
1       5000       3.20 5.946355e+02 2.354383e-02 20
1       5000       7.20 6.080296e+02 5.180669e-02 30
1       5000      20.00 6.242055e+02 1.401782e-01 50
1       5000      80.00 6.210900e+02 5.635254e-01 100
1       5000     180.00 6.189275e+02 1.272362e+00 150
1       5000     320.00 6.199007e+02 2.258426e+00 200
1       5000     500.00 6.217836e+02 3.518105e+00 250
1       5000    2000.00 6.229585e+02 1.404588e+01 500
1       5000    8000.00 6.209544e+02 5.636485e+01 1000
1       5000   12500.00 6.196334e+02 8.825783e+01 1250
1       5000   18000.00 6.183037e+02 1.273646e+02 1500
1       5000   32000.00 6.172099e+02 2.268272e+02 2000
1       5000   50000.00 6.156978e+02 3.552879e+02 2500
1       5000   64071.20 6.116751e+02 4.582686e+02 2830
2       5000       0.80 1.475754e+02 2.371669e-02 10
2       5000       3.20 3.553484e+02 3.939795e-02 20
2       5000       7.20 7.752827e+02 4.063034e-02 30
2       5000      20.00 9.258786e+02 9.450483e-02 50
2       5000      80.00 1.096480e+03 3.192034e-01 100
2       5000     180.00 1.144143e+03 6.882880e-01 150
2       5000     320.00 1.165809e+03 1.200883e+00 200
2       5000     500.00 1.189419e+03 1.839134e+00 250
2       5000    2000.00 1.223479e+03 7.151737e+00 500
2       5000    8000.00 1.230622e+03 2.844090e+01 1000
2       5000   12500.00 1.236685e+03 4.422103e+01 1250
2       5000   18000.00 1.232624e+03 6.388808e+01 1500
2       5000   32000.00 1.229948e+03 1.138260e+02 2000
2       5000   50000.00 1.226715e+03 1.783217e+02 2500
2       5000   64071.20 1.221928e+03 2.294010e+02 2830
4       5000       0.80 1.457990e+02 2.400565e-02 10
4       5000       3.20 4.419277e+02 3.167939e-02 20
4       5000       7.20 8.415484e+02 3.743100e-02 30
4       5000      20.00 1.256106e+03 6.965971e-02 50
4       5000      80.00 1.879577e+03 1.862121e-01 100
4       5000     180.00 2.103023e+03 3.744609e-01 150
4       5000     320.00 2.120866e+03 6.601076e-01 200
4       5000     500.00 2.283402e+03 9.580004e-01 250
4       5000    2000.00 2.368005e+03 3.695093e+00 500
4       5000    8000.00 2.384019e+03 1.468109e+01 1000
4       5000   12500.00 2.405453e+03 2.273480e+01 1250
4       5000   18000.00 2.394168e+03 3.289242e+01 1500
4       5000   32000.00 2.397270e+03 5.839975e+01 2000
4       5000   50000.00 2.387986e+03 9.160440e+01 2500
4       5000   64071.20 2.384276e+03 1.175667e+02 2830
8       5000       0.80 1.279364e+02 2.735734e-02 10
8       5000       3.20 4.153599e+02 3.370571e-02 20
8       5000       7.20 7.361544e+02 4.278994e-02 30
8       5000      20.00 1.541266e+03 5.677152e-02 50
8       5000      80.00 2.753092e+03 1.271298e-01 100
8       5000     180.00 3.225361e+03 2.441587e-01 150
8       5000     320.00 3.402231e+03 4.114947e-01 200
8       5000     500.00 4.215808e+03 5.188804e-01 250
8       5000    2000.00 4.417568e+03 1.980728e+00 500
8       5000    8000.00 4.467472e+03 7.834408e+00 1000
8       5000   12500.00 4.563336e+03 1.198411e+01 1250
8       5000   18000.00 4.555340e+03 1.728740e+01 1500
8       5000   32000.00 4.546577e+03 3.079239e+01 2000
8       5000   50000.00 4.552077e+03 4.805498e+01 2500
8       5000   64071.20 4.542839e+03 6.170403e+01 2830
16       5000       0.80 9.013031e+01 3.883266e-02 10
16       5000       3.20 3.716942e+02 3.766537e-02 20
16       5000       7.20 7.442365e+02 4.232526e-02 30
16       5000      20.00 1.485403e+03 5.890656e-02 50
16       5000      80.00 3.932848e+03 8.899403e-02 100
16       5000     180.00 4.306795e+03 1.828506e-01 150
16       5000     320.00 5.972896e+03 2.343922e-01 200
16       5000     500.00 7.758934e+03 2.819331e-01 250
16       5000    2000.00 8.371011e+03 1.045274e+00 500
16       5000    8000.00 8.641227e+03 4.050351e+00 1000
16       5000   12500.00 8.704315e+03 6.282803e+00 1250
16       5000   18000.00 8.692309e+03 9.059733e+00 1500
16       5000   32000.00 8.675792e+03 1.613685e+01 2000
16       5000   50000.00 8.758496e+03 2.497575e+01 2500
16       5000   64071.20 8.646127e+03 3.242047e+01 2830
