1       5000       0.80 1.032063e+03 3.391266e-03
1       5000       3.20 3.701479e+03 3.782272e-03
1       5000       7.20 7.148995e+03 4.406214e-03
1       5000      20.00 1.027728e+04 8.513927e-03
1       5000      80.00 1.156093e+04 3.027439e-02
1       5000     320.00 1.019327e+04 1.373456e-01
1       5000     500.00 5.886496e+03 3.716133e-01
1       5000    2000.00 4.457844e+03 1.962832e+00
1       5000    8000.00 3.764271e+03 9.297950e+00
1       5000   18000.00 2.496615e+03 3.154270e+01
1       5000   32000.00 2.244972e+03 6.236157e+01
2       5000       0.80 1.169344e+02 2.993131e-02
2       5000       3.20 4.372125e+02 3.202105e-02
2       5000       7.20 8.882892e+02 3.546143e-02
2       5000      20.00 1.716653e+03 5.097127e-02
2       5000      80.00 3.896769e+03 8.981800e-02
2       5000     320.00 7.560613e+03 1.851702e-01
2       5000     500.00 1.117493e+04 1.957507e-01
2       5000    2000.00 7.941410e+03 1.101820e+00
2       5000    8000.00 8.494699e+03 4.120217e+00
2       5000   18000.00 6.390281e+03 1.232340e+01
2       5000   32000.00 4.979950e+03 2.811273e+01
4       5000       0.80 1.042559e+02 3.357124e-02
4       5000       3.20 3.840084e+02 3.645754e-02
4       5000       7.20 8.536575e+02 3.690004e-02
4       5000      20.00 1.577145e+03 5.548000e-02
4       5000      80.00 5.132100e+03 6.819820e-02
4       5000     320.00 1.104038e+04 1.268072e-01
4       5000     500.00 1.430611e+04 1.529067e-01
4       5000    2000.00 1.742876e+04 5.020437e-01
4       5000    8000.00 1.674367e+04 2.090342e+00
4       5000   18000.00 1.192137e+04 6.605787e+00
4       5000   32000.00 9.113264e+03 1.536222e+01
8       5000       0.80 7.223481e+01 4.845309e-02
8       5000       3.20 2.659576e+02 5.263996e-02
8       5000       7.20 5.828763e+02 5.404234e-02
8       5000      20.00 1.397697e+03 6.260300e-02
8       5000      80.00 4.422972e+03 7.913232e-02
8       5000     320.00 1.341831e+04 1.043351e-01
8       5000     500.00 1.639319e+04 1.334395e-01
8       5000    2000.00 2.710533e+04 3.228147e-01
8       5000    8000.00 2.862479e+04 1.222717e+00
8       5000   18000.00 2.135628e+04 3.687439e+00
8       5000   32000.00 1.713208e+04 8.171805e+00
16       5000       0.80 1.111986e+01 3.147521e-01
16       5000       3.20 2.897679e+00 4.831453e+00
16       5000       7.20 2.420472e-01 1.301399e+02
16       5000      20.00 1.052845e+03 8.310819e-02
16       5000      80.00 3.246717e+03 1.078012e-01
16       5000     320.00 8.987551e+03 1.557710e-01
16       5000     500.00 1.385878e+04 1.578422e-01
16       5000    2000.00 2.730074e+04 3.205042e-01
16       5000    8000.00 4.608590e+03 7.594514e+00
16       5000   18000.00 3.049531e+04 2.582365e+00
16       5000   32000.00 1.818765e+04 7.697529e+00
